date,rainfall_mm,soil_moisture,temperature_c,vegetation_index
2023-01-01,0.3197915501130624,0.19656735744348924,24.570254817711934,0.2980728072462451
2023-01-02,2.37277350902416,0.29512411881498063,27.944406895907527,0.4510223591455552
2023-01-03,0.10177813980474415,0.27214914631618925,27.1871802667628,0.2440543608031512
2023-01-04,6.598481501423698,0.25694711837572404,26.28274206237136,0.32683793903995945
2023-01-05,0.44066058536753844,0.239192068661565,27.923041014278247,0.39157494751950306
2023-01-06,0.8009842747821643,0.2963263286287565,29.952494469855598,0.4216010195273416
2023-01-07,0.37365174365823967,0.24992305854003743,27.32571750727568,0.2510579048192997
2023-01-08,4.297691610493939,0.30916249319947614,27.032126696448827,0.44781910019988347
2023-01-09,0.07390609657514362,0.23750620688536447,28.0210355048336,0.3871068441861589
2023-01-10,2.5202474569470055,0.2724192733445079,28.29294778183134,0.363800576670511
2023-01-11,0.23864583286681115,0.2315194042230644,27.442094343620255,0.3093818716210608
2023-01-12,16.008920291503316,0.36118452506822524,26.51040244528743,0.3950091872166879
2023-01-13,0.982174852505375,0.37315116542202875,30.110198354768325,0.3271154817630595
2023-01-14,0.7783622221232949,0.2547480628426792,29.15022455931622,0.3584366152008343
2023-01-15,0.9912926287561288,0.22562246680875966,26.208148823724695,0.3555786734052369
2023-01-16,0.9099453100684873,0.2655948774623281,25.867161356797464,0.4014280358888388
2023-01-17,0.3839702703236708,0.2851933496020371,27.321027213361003,0.34730023646431873
2023-01-18,4.103241460794453,0.22558723663848218,27.196906396060037,0.4497618531428729
2023-01-19,2.0045888241035277,0.2543981755833848,26.687820962296787,0.43238921734237945
2023-01-20,0.8561813624633089,0.170359220443228,29.27693046845996,0.3754148530862047
2023-01-21,0.9398237588939634,0.29832274846037987,26.832096601989065,0.3415509712487035
2023-01-22,0.15392559353227162,0.289714163918147,26.91677811382182,0.3599155142962114
2023-01-23,0.9845328076666645,0.17821189484815017,28.64344566631403,0.3709905198437622
2023-01-24,2.90994915436259,0.30386654426863646,27.000933169084206,0.34025418869709334
2023-01-25,1.046794523674113,0.2229460436862707,29.694887694118034,0.4130485504760122
2023-01-26,1.1984864255127048,0.3026646685638947,29.087469507197657,0.35177156611724036
2023-01-27,0.41046412183460634,0.2675811750141651,29.448856872897014,0.2800170308991385
2023-01-28,0.33310701801688486,0.20388838634227285,32.09106550551317,0.32735679608438667
2023-01-29,2.4475051138013693,0.2281367418489737,27.81531024458699,0.2958286690720475
2023-01-30,2.2846084025349476,0.32054885315867204,29.106504543610217,0.30543935763027075
2023-01-31,1.9540081128202371,0.28748084690216485,26.35045037008202,0.3355441358506583
2023-02-01,2.9623539195099235,0.22382133665398105,32.2599535120422,0.2937968703563445
2023-02-02,1.261869322667475,0.2548767560933497,32.31155069452029,0.46180793142187937
2023-02-03,0.26617043530792067,0.23732211817785484,32.7920951636963,0.33057458774598786
2023-02-04,1.5795516268231933,0.22341560186210224,31.321845776064386,0.26542188591597715
2023-02-05,0.5849714166141201,0.24272668663126123,30.872957004657234,0.4202790595948721
2023-02-06,2.417564821314558,0.2980384640302421,31.58391778418623,0.38110725834402553
2023-02-07,2.1341366151319523,0.1775630496777556,31.782269177204306,0.3126175635188552
2023-02-08,0.581439074174932,0.26250128055586197,36.802833279497676,0.27103538606461697
2023-02-09,4.012143272328561,0.2642548845607003,31.55685967954611,0.419198528844446
2023-02-10,4.490038013593044,0.29051854349225903,31.708177095482366,0.38504145078169205
2023-02-11,2.3242317056844004,0.233301835672162,33.15569930087862,0.2990079709042477
2023-02-12,1.0879964570606888,0.2531697346741865,26.875813207492623,0.31922998088237353
2023-02-13,1.8239212458684029,0.22347259100702638,31.125796432365888,0.4450620597279719
2023-02-14,0.810126579053281,0.27107416415799346,30.40685758781369,0.37691772535029666
2023-02-15,0.8402661001916136,0.2424872698770118,31.005960368635613,0.3391087989793771
2023-02-16,1.3461483833514862,0.32017600024649917,31.70728825459991,0.307079837271921
2023-02-17,0.7485594561260739,0.24816272421381522,32.6919543411434,0.3790104960765514
2023-02-18,2.551404690483058,0.23382198830813042,30.675780035943777,0.37976947879753015
2023-02-19,0.3033888269000986,0.13505266332369184,34.582595455193264,0.3341005215942926
2023-02-20,0.18484647554532244,0.26550996714765246,33.15196090358022,0.31042028063721194
