date,rainfall_mm,soil_moisture,temperature_c,vegetation_index,operating_hours,downtime_hours,utilization,planned_blasts,blasting_delay_hours,delay_reason,production_mt,target_mt,shortfall,production_gap_mt
2023-01-01,0.3197915501130624,0.19656735744348924,24.570254817711934,0.2980728072462451,67.64540087685816,17.100240949809738,0.7046395924672725,0,0.17744779178236053,Equipment,6637.555730006347,8252.844596947441,1,1615.288866941094
2023-01-02,2.37277350902416,0.29512411881498063,27.944406895907527,0.4510223591455552,62.62422564068405,16.432307658637253,0.6523356837571255,1,5.6101080607227525,Material_Availability,7060.205938309555,8472.534578652532,1,1412.3286403429775
2023-01-03,0.10177813980474415,0.27214914631618925,27.1871802667628,0.2440543608031512,65.57757367547735,9.620522006813413,0.6830997257862225,0,0.45027112283996873,None,7552.9954831655605,8698.087223991455,1,1145.0917408258947
2023-01-04,6.598481501423698,0.25694711837572404,26.28274206237136,0.32683793903995945,61.036627030177435,24.75931874585035,0.635798198231015,2,2.6466051428942343,Equipment,6099.608044514337,9040.735304327693,1,2941.1272598133555
2023-01-05,0.44066058536753844,0.239192068661565,27.923041014278247,0.39157494751950306,63.3740724017145,11.26140885108616,0.6601465875178594,0,0.29273603477266624,Weather,8452.391898295004,8268.714461922857,0,-183.67743637214699
2023-01-06,0.8009842747821643,0.2963263286287565,29.952494469855598,0.4216010195273416,69.25278073615223,32.09783918361053,0.7213831326682524,1,0.51683475467546,None,5699.845810198989,8422.32994008247,1,2722.4841298834817
2023-01-07,0.37365174365823967,0.24992305854003743,27.32571750727568,0.2510579048192997,65.84761052548569,6.909278834432836,0.6859126096404758,1,1.71005467105309,None,7055.211663273342,8457.255835326801,1,1402.044172053459
2023-01-08,4.297691610493939,0.30916249319947614,27.032126696448827,0.44781910019988347,66.36019664427195,11.764486511415186,0.6912520483778328,0,0.5859140464056906,Safety_Clearance,6639.950327387735,9012.882352962431,1,2372.932025574696
2023-01-09,0.07390609657514362,0.23750620688536447,28.0210355048336,0.3871068441861589,61.78453212235054,21.161685991770035,0.6435888762744848,1,2.338375980539155,Equipment,5736.806345687793,8246.588893486663,1,2509.782547798871
2023-01-10,2.5202474569470055,0.2724192733445079,28.29294778183134,0.363800576670511,66.90688395578442,20.274512258876936,0.6969467078727544,1,1.04702821778295,None,7259.3531623701065,8630.052528330798,1,1370.6993659606915
2023-01-11,0.23864583286681115,0.2315194042230644,27.442094343620255,0.3093818716210608,58.33745912379824,7.856454524681481,0.6076818658728984,2,0.2712425140674378,None,7600.452012100333,8094.912117817892,1,494.4601057175587
2023-01-12,16.008920291503316,0.36118452506822524,26.51040244528743,0.3950091872166879,61.32387331015065,6.426875673428544,0.638790346980736,2,0.5478439242058326,None,6784.188303526174,8174.957821016684,1,1390.7695174905093
2023-01-13,0.982174852505375,0.37315116542202875,30.110198354768325,0.3271154817630595,60.06261588566006,22.314872355008475,0.625652248808959,1,1.4191952649403041,None,7275.261923734254,8534.655571465852,1,1259.3936477315974
2023-01-14,0.7783622221232949,0.2547480628426792,29.15022455931622,0.3584366152008343,68.81511722787009,26.78405867539153,0.7168241377903134,1,0.8886925684940887,Weather,6268.771073305509,8630.143797658113,1,2361.3727243526037
2023-01-15,0.9912926287561288,0.22562246680875966,26.208148823724695,0.3555786734052369,63.794854098992566,14.197195225841151,0.6645297301978392,0,1.1719627273376152,Weather,7268.072801961903,8567.673479268838,1,1299.6006773069357
2023-01-16,0.9099453100684873,0.2655948774623281,25.867161356797464,0.4014280358888388,64.8604412224943,18.872698132479268,0.675629596067649,0,0.5555031737048227,None,7155.117076395283,8673.155925335084,1,1518.038848939801
2023-01-17,0.3839702703236708,0.2851933496020371,27.321027213361003,0.34730023646431873,62.81197953832024,14.446131364328128,0.6542914535241691,1,0.7964359759718902,None,7464.267474262306,8660.133501316015,1,1195.8660270537093
2023-01-18,4.103241460794453,0.22558723663848218,27.196906396060037,0.4497618531428729,64.50457403249722,28.0682874647544,0.6719226461718459,0,0.9910139687016506,None,6873.100227452914,8463.689601952508,1,1590.5893744995947
2023-01-19,2.0045888241035277,0.2543981755833848,26.687820962296787,0.43238921734237945,62.39865964979263,7.549372182259042,0.6499860380186733,1,0.482142032116102,Equipment,7348.287462093483,8360.070087815222,1,1011.7826257217394
2023-01-20,0.8561813624633089,0.170359220443228,29.27693046845996,0.3754148530862047,73.861814820608,12.95371575348529,0.7693939043813334,0,0.4340584783858511,None,7766.477532001791,8449.490556705521,1,683.0130247037305
2023-01-21,0.9398237588939634,0.29832274846037987,26.832096601989065,0.3415509712487035,62.12990798793966,10.201639934882534,0.647186541541038,0,1.0432908664492864,None,7543.044060441838,8465.24033089864,1,922.1962704568014
2023-01-22,0.15392559353227162,0.289714163918147,26.91677811382182,0.3599155142962114,58.01608108324979,11.392084410880116,0.6043341779505187,2,0.020485593872005166,None,8113.048205278215,8308.844387645053,1,195.79618236683746
2023-01-23,0.9845328076666645,0.17821189484815017,28.64344566631403,0.3709905198437622,65.06439082870725,12.388625428810382,0.6777540711323671,1,3.1160372653896706,Equipment,7464.783154016823,8675.441348130906,1,1210.658194114083
2023-01-24,2.90994915436259,0.30386654426863646,27.000933169084206,0.34025418869709334,63.35628328320959,7.629310085257949,0.6599612842000999,1,0.17507461952534276,None,8073.64014778453,8312.553405057544,1,238.9132572730141
2023-01-25,1.046794523674113,0.2229460436862707,29.694887694118034,0.4130485504760122,61.018749372963775,12.524406154339482,0.6356119726350393,0,0.05954163192505264,Weather,7455.23125818351,8672.919709933481,1,1217.6884517499711
2023-01-26,1.1984864255127048,0.3026646685638947,29.087469507197657,0.35177156611724036,61.204319954467216,12.409168168330792,0.6375449995257002,0,0.5477209213917758,None,8220.550110804897,8510.763875864834,1,290.2137650599361
2023-01-27,0.41046412183460634,0.2675811750141651,29.448856872897014,0.2800170308991385,60.75410046518003,5.068289532268828,0.6328552131789587,2,0.7691959533094006,Weather,8068.875215069395,8556.88052421344,1,488.005309144045
2023-01-28,0.33310701801688486,0.20388838634227285,32.09106550551317,0.32735679608438667,63.31049872463145,8.468475105373313,0.659484361714911,3,0.355315582490327,Weather,7608.17822099619,8507.915113041767,1,899.7368920455765
2023-01-29,2.4475051138013693,0.2281367418489737,27.81531024458699,0.2958286690720475,57.042210170517144,11.010467972347158,0.5941896892762203,2,1.279055271288829,None,7403.879064718088,8547.671379288073,1,1143.7923145699851
2023-01-30,2.2846084025349476,0.32054885315867204,29.106504543610217,0.30543935763027075,59.47878531762886,4.8222548496957,0.6195706803919673,0,0.1869589320370086,None,7929.830394955067,8379.416339693858,1,449.5859447387911
2023-01-31,1.9540081128202371,0.28748084690216485,26.35045037008202,0.3355441358506583,59.401931019359104,9.715697693896706,0.6187701147849907,2,0.5646161614451085,Weather,7478.138716039604,8811.814255093715,1,1333.6755390541111
2023-02-01,2.9623539195099235,0.22382133665398105,32.2599535120422,0.2937968703563445,58.41143453858222,19.7604319915811,0.6084524431102315,1,3.983950680689103,None,6309.690777821139,8703.050441841448,1,2393.3596640203086
2023-02-02,1.261869322667475,0.2548767560933497,32.31155069452029,0.46180793142187937,60.3859653169654,14.249614665465502,0.629020472051723,2,0.5934352817490104,None,7724.48882353409,8381.65078731828,1,657.1619637841895
2023-02-03,0.26617043530792067,0.23732211817785484,32.7920951636963,0.33057458774598786,70.10092541011979,10.266937250894147,0.7302179730220811,0,2.479718868529728,None,8006.066061120624,8447.425012861944,1,441.3589517413202
2023-02-04,1.5795516268231933,0.22341560186210224,31.321845776064386,0.26542188591597715,69.39699785468596,9.409273622021056,0.7228853943196455,2,1.9500325026253689,None,7137.537558476373,8589.937708317995,1,1452.400149841622
2023-02-05,0.5849714166141201,0.24272668663126123,30.872957004657234,0.4202790595948721,69.43707542066284,7.964621962552342,0.723302868965238,4,0.4990971263795989,None,6924.554758567881,8428.851194381054,1,1504.2964358131721
2023-02-06,2.417564821314558,0.2980384640302421,31.58391778418623,0.38110725834402553,61.80802356556249,10.349127882722877,0.6438335788079426,3,0.36492665285486575,None,8004.926090552278,8399.707823691819,1,394.78173313954085
2023-02-07,2.1341366151319523,0.1775630496777556,31.782269177204306,0.3126175635188552,61.818074102203695,24.840369507609143,0.6439382718979552,0,0.8122642903106372,None,6862.314983103674,8619.317762073171,1,1757.0027789694968
2023-02-08,0.581439074174932,0.26250128055586197,36.802833279497676,0.27103538606461697,51.924699245412846,7.376056061123203,0.5408822838063838,0,4.0262827043217095,None,6089.750825862955,8505.600942228095,1,2415.85011636514
2023-02-09,4.012143272328561,0.2642548845607003,31.55685967954611,0.419198528844446,66.3787872319881,10.774999085774715,0.6914457003332094,1,0.2509500825637847,Weather,6663.994044361692,8483.849854027165,1,1819.8558096654724
2023-02-10,4.490038013593044,0.29051854349225903,31.708177095482366,0.38504145078169205,61.05644887260533,13.53390701917025,0.6360046757563055,3,0.5280382910631899,None,6383.903701673503,8492.503895838925,1,2108.600194165422
2023-02-11,2.3242317056844004,0.233301835672162,33.15569930087862,0.2990079709042477,59.76399153498342,11.373909342857296,0.6225415784894106,1,0.10136464411178282,None,6580.47066375201,8195.897991658687,1,1615.4273279066765
2023-02-12,1.0879964570606888,0.2531697346741865,26.875813207492623,0.31922998088237353,64.01071940701547,6.882914967138368,0.666778327156411,1,1.4601774923287127,None,7503.932058730923,8883.956583849682,1,1380.024525118759
2023-02-13,1.8239212458684029,0.22347259100702638,31.125796432365888,0.4450620597279719,71.20035242055894,12.350106525286254,0.7416703377141556,0,0.20323115832522903,None,7383.805457167219,8357.597322186968,1,973.7918650197489
2023-02-14,0.810126579053281,0.27107416415799346,30.40685758781369,0.37691772535029666,63.55322673862234,19.54827880634528,0.662012778527316,2,0.6625625642763497,None,7406.94771597517,8333.667252395086,1,926.719536419916
2023-02-15,0.8402661001916136,0.2424872698770118,31.005960368635613,0.3391087989793771,64.99544501607231,11.918224659899774,0.6770358855840866,1,1.5042292031115119,Weather,8152.671600851746,8108.083812240453,0,-44.587788611293036
2023-02-16,1.3461483833514862,0.32017600024649917,31.70728825459991,0.307079837271921,57.874178919379666,12.352876663120995,0.6028560304102049,0,1.707438734047618,Equipment,7956.790035393908,8396.04211572401,1,439.2520803301031
2023-02-17,0.7485594561260739,0.24816272421381522,32.6919543411434,0.3790104960765514,60.19751406625531,8.54218476660483,0.6270574381901595,2,1.1841840358864506,None,5992.323957065927,8684.00377905517,1,2691.6798219892435
2023-02-18,2.551404690483058,0.23382198830813042,30.675780035943777,0.37976947879753015,66.05484558772918,9.960907073589423,0.6880713082055123,1,0.17309693067072524,Safety_Clearance,7609.659662556504,8411.3732433825,1,801.7135808259964
2023-02-19,0.3033888269000986,0.13505266332369184,34.582595455193264,0.3341005215942926,68.02292296237361,22.550755350421284,0.7085721141913919,2,1.973167171862238,Safety_Clearance,5431.793758743205,8262.02327697732,1,2830.229518234114
2023-02-20,0.18484647554532244,0.26550996714765246,33.15196090358022,0.31042028063721194,59.973326398014244,6.840063760384687,0.6247221499793151,1,0.32734910158141617,Weather,7270.513455479529,8587.96814350772,1,1317.4546880281914
2023-02-21,1.510846922402919,0.19473604204788622,31.00931861145721,0.311830826294575,70.39305684816851,14.271447810024137,0.7332610088350886,1,1.647707761017183,None,7546.559182924414,8448.446580939624,1,901.8873980152102
2023-02-22,1.230085565822624,0.2890664218286781,28.028959217492584,0.34407525351555024,65.36179443407943,16.855722379344165,0.6808520253549941,2,2.5054554536930955,None,6792.596410244785,8337.381857767756,1,1544.7854475229706
2023-02-23,0.87239639601579,0.26019840491413915,31.16403781539435,0.3188098578506109,63.483192150352586,20.614142543215692,0.6612832515661727,0,0.5900008160066911,None,7228.508211945584,8316.456747132886,1,1087.9485351873027
2023-02-24,4.382960699027676,0.2243107651261613,30.824223981213827,0.43141207970519185,65.49693990324809,20.303650383649465,0.6822597906588342,3,0.6584029116669405,Weather,7041.24337665823,8510.738663881066,1,1469.495287222836
