borehole_id,latitude,longitude,from_depth_m,to_depth_m,lithology,mn_pct,fe_pct,sio2_pct
BH0001,21.45921321462824,80.31358617301517,0.0,9.740335317950493,Waste,9.234692201172379,18.420752200223397,40.531686386404445
BH0001,21.45921321462824,80.31358617301517,9.740335317950493,15.432964145109048,Waste,12.9815423987179,20.04030977759825,37.12372566765815
BH0001,21.45921321462824,80.31358617301517,15.432964145109048,23.419064267629054,Manganiferous_Rock,5.213275462502672,19.032323804202036,24.09634009625794
BH0001,21.45921321462824,80.31358617301517,23.419064267629054,32.25973721256446,Schist,7.2533988922957136,16.815743347817538,43.13209316063355
BH0001,21.45921321462824,80.31358617301517,32.25973721256446,46.23100702640589,Manganese_Ore,42.56255092751679,13.854228511643202,16.1522781137582
BH0001,21.45921321462824,80.31358617301517,46.23100702640589,60.32741055642383,Waste,4.892794194492405,14.2274906091865,34.12979826502481
BH0001,21.45921321462824,80.31358617301517,60.32741055642383,64.80107096885152,Manganese_Ore,34.67071353701973,10.161674456133227,18.70762603494991
BH0002,21.463546808557606,80.3223795540502,0.0,12.001732080655039,Manganiferous_Rock,17.8092207689562,14.947494565089388,22.71112561291959
BH0002,21.463546808557606,80.3223795540502,12.001732080655039,20.71409827772587,Quartzite,3.2072882364032793,15.965316288801993,55.83552722397342
BH0002,21.463546808557606,80.3223795540502,20.71409827772587,27.987851594525928,Manganese_Ore,35.095986668583095,10.489343406779087,33.776129804164086
BH0002,21.463546808557606,80.3223795540502,27.987851594525928,40.31829566455619,Manganiferous_Rock,30.985172223340975,15.30329069380402,24.63237638278215
BH0002,21.463546808557606,80.3223795540502,40.31829566455619,46.53078939717886,Manganese_Ore,35.249945493303535,11.501410973635394,13.031693577316933
BH0002,21.463546808557606,80.3223795540502,46.53078939717886,57.74251150952685,Laterite,4.25240206036181,16.60948629234347,47.025609602895884
BH0002,21.463546808557606,80.3223795540502,57.74251150952685,66.26440013551009,Waste,6.6726289940888375,13.041888084420522,45.816095792657755
BH0002,21.463546808557606,80.3223795540502,66.26440013551009,78.88315838994082,Waste,3.4447298228408822,15.996310105675018,38.664678615211166
BH0002,21.463546808557606,80.3223795540502,78.88315838994082,84.83863070917434,Waste,5.7989006874805105,6.9134022885608495,55.485326982521784
BH0002,21.463546808557606,80.3223795540502,84.83863070917434,86.92792018199617,Quartzite,5.682999398434911,17.36809377641145,24.326450245704656
BH0003,21.341960406967253,80.40454929635956,0.0,5.0455688334496696,Laterite,3.7474800962479184,26.56136963132532,46.21279565824868
BH0003,21.341960406967253,80.40454929635956,5.0455688334496696,16.381903581918344,Manganese_Ore,34.62598173119637,11.100135927027702,10.306207053199774
BH0003,21.341960406967253,80.40454929635956,16.381903581918344,23.19134535498526,Manganiferous_Rock,21.98198262527985,17.601320217603057,29.066763406035726
BH0003,21.341960406967253,80.40454929635956,23.19134535498526,29.76071808286719,Waste,1.588279014289295,25.51551527455758,57.580019655820514
BH0003,21.341960406967253,80.40454929635956,29.76071808286719,39.995805881111046,Quartzite,2.472319807931219,19.336962010516338,33.824963592070915
BH0003,21.341960406967253,80.40454929635956,39.995805881111046,49.86628836735566,Laterite,4.894727280845031,19.697920654713453,59.71251601244787
BH0003,21.341960406967253,80.40454929635956,49.86628836735566,56.91017564317813,Schist,5.866228364302872,17.903844625408468,61.12347359846288
BH0003,21.341960406967253,80.40454929635956,56.91017564317813,59.00694748357334,Manganese_Ore,15.500640134927444,15.274401653014088,16.468896699873316
BH0004,21.490686373566597,80.45874193824098,0.0,14.595556202354517,Manganese_Ore,33.0210607036402,15.69264683759037,22.950072497130012
BH0004,21.490686373566597,80.45874193824098,14.595556202354517,26.329469104081625,Waste,3.6766451213449587,18.26250583615622,60.16542222090865
BH0004,21.490686373566597,80.45874193824098,26.329469104081625,37.09472101195129,Manganese_Ore,34.67815404105964,10.94071739040884,9.72363908367561
BH0004,21.490686373566597,80.45874193824098,37.09472101195129,43.31339702254829,Manganese_Ore,37.456810589628645,11.288652325325106,15.974157070222454
BH0004,21.490686373566597,80.45874193824098,43.31339702254829,51.54532540214932,Laterite,0.16986835989167837,29.78318150330299,55.34411567852661
BH0004,21.490686373566597,80.45874193824098,51.54532540214932,61.86460716354439,Waste,6.015792526014918,16.460748234707417,48.08358931675165
BH0004,21.490686373566597,80.45874193824098,61.86460716354439,63.52613939406093,Quartzite,2.183971784264923,9.521487766671438,47.43635456245201
BH0005,21.36059908454765,80.11432417062765,0.0,5.904252472955257,Waste,8.922530005206177,13.959168232320035,50.111242949653416
BH0005,21.36059908454765,80.11432417062765,5.904252472955257,12.377970285532284,Quartzite,4.549299471310139,15.556261966500077,45.624772865821015
BH0005,21.36059908454765,80.11432417062765,12.377970285532284,26.224747944987627,Manganiferous_Rock,11.317530780269617,8.178220658333444,30.298385642696317
BH0005,21.36059908454765,80.11432417062765,26.224747944987627,36.707229611537265,Manganiferous_Rock,14.851504994042703,13.277495419474908,30.95868886942873
BH0005,21.36059908454765,80.11432417062765,36.707229611537265,46.47613287418095,Quartzite,6.555829660805245,20.687761379262167,54.29717306358676
BH0005,21.36059908454765,80.11432417062765,46.47613287418095,54.067225528829304,Waste,6.831998127319199,18.307460325028114,37.769842622895396
BH0005,21.36059908454765,80.11432417062765,54.067225528829304,64.65179589438476,Quartzite,2.075392784591579,23.859508087196165,37.68710164446307
BH0005,21.36059908454765,80.11432417062765,64.65179589438476,79.59787451782405,Schist,4.281485629515598,13.899979612655224,45.7878978505102
BH0005,21.36059908454765,80.11432417062765,79.59787451782405,87.44442288282711,Schist,6.51240744062906,26.236573643190766,51.20753691878186
BH0005,21.36059908454765,80.11432417062765,87.44442288282711,93.05747328499903,Quartzite,7.40926237198515,19.226067800914908,31.91073111180744
BH0005,21.36059908454765,80.11432417062765,93.05747328499903,105.69959627254897,Manganese_Ore,32.340634077630234,5.960341752859355,11.272819750152944
BH0005,21.36059908454765,80.11432417062765,105.69959627254897,115.96847620251134,Quartzite,8.52588775541669,28.053051362170358,47.97662210876909
BH0005,21.36059908454765,80.11432417062765,115.96847620251134,127.91608742182515,Manganiferous_Rock,12.798812102499772,10.785295253388632,15.678409966571857
BH0005,21.36059908454765,80.11432417062765,127.91608742182515,133.3293036152698,Waste,1.022269685064158,22.397379633040238,42.80481012082024
BH0005,21.36059908454765,80.11432417062765,133.3293036152698,144.89038184557285,Waste,0.39196531309179594,16.545399074756332,33.56576348281362
BH0005,21.36059908454765,80.11432417062765,144.89038184557285,150.1985374931603,Quartzite,3.5657146108245223,19.037685149445245,46.53371819006358
BH0005,21.36059908454765,80.11432417062765,150.1985374931603,160.60627171709345,Manganese_Ore,44.42605058566069,9.362126725406531,9.681592953665561
BH0005,21.36059908454765,80.11432417062765,160.60627171709345,173.0403502641082,Waste,4.25084629420223,19.856951875428077,63.999963749580665
BH0005,21.36059908454765,80.11432417062765,173.0403502641082,179.64266794069252,Laterite,4.1916028513139505,32.05652160343614,36.98175277435509
BH0006,21.51794496036583,80.19920026304023,0.0,13.894829373517867,Waste,7.68052923905584,18.473227974436227,33.18411983658207
BH0006,21.51794496036583,80.19920026304023,13.894829373517867,23.53663628777533,Schist,9.74362686102055,24.724451361424435,41.53225699302265
BH0006,21.51794496036583,80.19920026304023,23.53663628777533,31.964257424556333,Laterite,4.63344699508669,20.458832349493846,17.397673829931406
BH0006,21.51794496036583,80.19920026304023,31.964257424556333,46.82850356371077,Laterite,4.409659533402276,21.50175089773257,27.624527301212186
BH0006,21.51794496036583,80.19920026304023,46.82850356371077,56.005906130226876,Manganiferous_Rock,21.46115165778486,23.28288637153694,33.06962964745452
BH0006,21.51794496036583,80.19920026304023,56.005906130226876,62.77482608967114,Waste,4.096749803916563,11.226807682016652,40.261571985259515
BH0006,21.51794496036583,80.19920026304023,62.77482608967114,72.65858503682088,Schist,3.722908247682398,14.973086949929382,42.225015603073395
BH0006,21.51794496036583,80.19920026304023,72.65858503682088,79.24206954687965,Waste,7.157157702984844,26.05858022276118,43.29241384588873
BH0007,21.20692520732093,80.13340468272588,0.0,14.715076179657137,Manganese_Ore,37.381716102023574,14.959520152140545,13.520677836812837
BH0007,21.20692520732093,80.13340468272588,14.715076179657137,23.68962696500613,Waste,6.4418441842717575,18.991213186995246,53.15863507576867
BH0007,21.20692520732093,80.13340468272588,23.68962696500613,36.39431523284691,Waste,0.0,20.810604226796933,42.858373937325446
BH0007,21.20692520732093,80.13340468272588,36.39431523284691,48.259335722238056,Waste,7.777708208698682,13.077948131054177,23.13906010844108
BH0007,21.20692520732093,80.13340468272588,48.259335722238056,54.878242031915704,Manganiferous_Rock,11.909661657076494,16.048288693946883,33.59174473687658
BH0007,21.20692520732093,80.13340468272588,54.878242031915704,62.3227174904435,Waste,4.700772113221821,20.959964972293438,61.30742548169871
BH0007,21.20692520732093,80.13340468272588,62.3227174904435,73.59952152873709,Waste,8.19873043543881,23.613196655218154,54.61677507950074
BH0007,21.20692520732093,80.13340468272588,73.59952152873709,84.13019939065302,Manganiferous_Rock,15.743342000159117,10.585405225861805,26.088019208481136
BH0007,21.20692520732093,80.13340468272588,84.13019939065302,90.90481975509752,Quartzite,4.981569001190387,17.187721340223558,30.734413107549486
BH0007,21.20692520732093,80.13340468272588,90.90481975509752,105.8557400088188,Manganiferous_Rock,21.551435191199808,13.871291936371442,29.382205725024683
BH0007,21.20692520732093,80.13340468272588,105.8557400088188,116.4481767063051,Waste,2.021006551117743,34.917628574042915,34.71339019077689
BH0007,21.20692520732093,80.13340468272588,116.4481767063051,125.51331690110328,Laterite,8.113311409244213,20.51778961187578,27.060511177534682
BH0007,21.20692520732093,80.13340468272588,125.51331690110328,134.6675741994456,Waste,4.151498999783518,22.96738061964129,51.77779801525942
BH0007,21.20692520732093,80.13340468272588,134.6675741994456,146.1463512811946,Waste,2.1950902119850157,18.35347268198677,47.250724910651336
BH0007,21.20692520732093,80.13340468272588,146.1463512811946,152.05787050308282,Waste,5.021189123895568,14.30959434859044,42.12934058042228
BH0007,21.20692520732093,80.13340468272588,152.05787050308282,162.4098432684657,Waste,0.0,24.486420415781943,39.642993821468394
BH0007,21.20692520732093,80.13340468272588,162.4098432684657,167.58113758274553,Schist,0.10465317835005727,13.546545955344696,47.10179822327881
BH0008,21.436944212713815,80.41069769050726,0.0,6.970986136406667,Waste,5.83566479727525,10.647281554822197,30.57912148563982
BH0008,21.436944212713815,80.41069769050726,6.970986136406667,13.801998578290736,Schist,1.784882999841205,22.796011268548362,38.451289267375174
BH0008,21.436944212713815,80.41069769050726,13.801998578290736,25.591642284334405,Manganese_Ore,39.22197335961465,10.319173443548866,22.68033593017662
BH0008,21.436944212713815,80.41069769050726,25.591642284334405,35.752506259839,Manganiferous_Rock,22.192559701432938,15.068846571971807,21.52786704330375
BH0008,21.436944212713815,80.41069769050726,35.752506259839,41.21655144332061,Manganiferous_Rock,15.954081540912167,11.777451720106024,26.504434679010195
BH0008,21.436944212713815,80.41069769050726,41.21655144332061,55.00859719656528,Manganiferous_Rock,20.118566154940616,18.142732146682263,34.69775258151901
BH0008,21.436944212713815,80.41069769050726,55.00859719656528,65.33432552577733,Laterite,12.661462208970395,30.07599940268659,59.45771577565459
BH0008,21.436944212713815,80.41069769050726,65.33432552577733,71.8505800091313,Waste,3.699467941135781,23.75729956960784,64.83935843237586
BH0008,21.436944212713815,80.41069769050726,71.8505800091313,86.06355481063302,Schist,6.746885311709356,15.334007173051011,42.94241476231576
BH0008,21.436944212713815,80.41069769050726,86.06355481063302,93.73432305331183,Laterite,6.360281827834206,17.18793826941846,49.13114635058657
BH0008,21.436944212713815,80.41069769050726,93.73432305331183,101.79631704553344,Manganese_Ore,38.51632375305021,12.700256477450202,19.082065680198173
BH0009,21.39543082304897,80.20563808177963,0.0,10.756030613732332,Manganiferous_Rock,18.555844731567753,18.513224925751988,29.16725175920113
BH0009,21.39543082304897,80.20563808177963,10.756030613732332,22.910479788585448,Quartzite,6.603131686392874,23.14124524443642,53.36246927566597
BH0009,21.39543082304897,80.20563808177963,22.910479788585448,28.184628376418175,Schist,3.7639583950530167,27.9550868293859,49.3351012690379
BH0009,21.39543082304897,80.20563808177963,28.184628376418175,38.43751747288299,Waste,1.2285759723383087,13.454511941793477,44.35571457797458
BH0009,21.39543082304897,80.20563808177963,38.43751747288299,50.07873411539116,Manganese_Ore,23.229418625752576,10.34404920044368,18.914692880032703
BH0009,21.39543082304897,80.20563808177963,50.07873411539116,55.206355996627906,Waste,7.205425880591891,12.083176895167721,46.20886778385711
BH0009,21.39543082304897,80.20563808177963,55.206355996627906,62.900843001424526,Manganiferous_Rock,17.99518691805256,15.992822754986278,14.696663535226815
BH0009,21.39543082304897,80.20563808177963,62.900843001424526,71.20045168374051,Manganese_Ore,37.373390076477826,9.341684967463308,13.037794068469637
BH0009,21.39543082304897,80.20563808177963,71.20045168374051,82.16674426363619,Schist,3.7878711701219645,18.98837676673295,14.579104995016166
BH0009,21.39543082304897,80.20563808177963,82.16674426363619,89.75012927423855,Laterite,6.270356295665118,10.945748642808258,31.38287857909286
BH0009,21.39543082304897,80.20563808177963,89.75012927423855,98.73694398533122,Schist,4.807567591342739,13.270722876716292,55.416551856698526
BH0009,21.39543082304897,80.20563808177963,98.73694398533122,106.20120163974656,Manganiferous_Rock,17.930736314722225,20.435923882973796,30.95828348529841
